subgraph id = 6
Nreal : 860
=================================
Full list of 860 members:

9	3	4	
22	3	6	
22	3	8	
22	3	11	
22	3	16	
22	3	20	
22	6	8	
22	6	11	
22	6	16	
22	6	20	
22	8	11	
22	8	16	
22	8	20	
22	11	16	
22	11	20	
22	16	20	
23	3	4	
23	3	11	
23	3	13	
23	3	20	
23	4	13	
23	4	20	
23	11	13	
23	11	20	
24	3	4	
24	3	13	
24	4	13	
25	2	5	
25	2	10	
25	2	11	
25	2	14	
25	2	16	
25	2	20	
25	5	10	
25	5	11	
25	5	14	
25	5	16	
25	5	20	
25	10	11	
25	10	14	
25	10	16	
25	10	20	
25	11	14	
25	11	16	
25	11	20	
25	14	16	
25	14	20	
25	16	20	
26	2	3	
26	2	4	
26	2	5	
26	2	11	
26	2	21	
26	3	4	
26	3	5	
26	3	11	
26	3	21	
26	4	5	
26	4	21	
26	5	11	
26	5	21	
26	11	21	
27	2	4	
27	2	11	
28	4	13	
28	4	17	
28	4	18	
28	11	13	
28	11	17	
28	11	18	
28	13	18	
28	17	18	
29	3	4	
29	3	11	
29	3	12	
29	4	12	
29	11	12	
30	2	11	
30	2	29	
31	1	3	
31	1	5	
31	1	11	
31	1	12	
31	1	29	
31	2	3	
31	2	4	
31	2	5	
31	2	11	
31	2	12	
31	2	29	
31	3	4	
31	3	5	
31	3	11	
31	3	12	
31	4	5	
31	4	12	
31	5	11	
31	5	12	
31	5	29	
31	11	12	
32	3	4	
32	3	5	
32	3	12	
32	4	5	
32	4	12	
32	5	12	
33	5	11	
33	5	21	
33	11	21	
35	11	13	
36	4	12	
36	4	13	
36	4	17	
36	4	18	
36	11	12	
36	11	13	
36	11	17	
36	11	18	
36	12	17	
36	12	18	
36	13	18	
36	13	34	
36	17	18	
36	17	34	
36	17	35	
36	18	34	
36	18	35	
37	3	6	
37	3	7	
37	3	11	
37	3	12	
37	3	13	
37	3	18	
37	3	35	
37	3	36	
37	6	11	
37	7	11	
37	7	12	
37	7	18	
37	11	12	
37	11	13	
37	11	18	
37	12	18	
37	13	18	
37	13	34	
37	18	34	
37	18	35	
38	6	17	
38	12	17	
38	17	35	
39	9	32	
56	9	12	
56	10	12	
57	9	12	
57	10	12	
60	52	57	
60	57	59	
9	3	18	
9	4	18	
14	6	54	
14	7	53	
14	7	54	
14	13	40	
17	9	52	
17	9	53	
22	3	28	
22	3	30	
22	3	40	
22	3	44	
22	3	48	
22	3	52	
22	3	61	
22	3	64	
22	6	24	
22	6	28	
22	6	29	
22	6	30	
22	6	32	
22	6	44	
22	6	48	
22	6	52	
22	6	61	
22	6	64	
22	8	24	
22	8	28	
22	8	29	
22	8	30	
22	8	40	
22	8	44	
22	8	48	
22	8	52	
22	8	61	
22	8	64	
22	11	24	
22	11	32	
22	11	40	
22	11	44	
22	11	48	
22	11	61	
22	11	64	
22	16	24	
22	16	28	
22	16	29	
22	16	30	
22	16	32	
22	16	40	
22	16	44	
22	16	48	
22	16	52	
22	16	61	
22	16	64	
22	20	24	
22	20	28	
22	20	29	
22	20	30	
22	20	32	
22	20	40	
22	20	44	
22	20	48	
22	20	61	
22	20	64	
23	3	25	
23	3	30	
23	3	35	
23	3	44	
23	3	64	
23	4	25	
23	4	30	
23	4	44	
23	4	64	
23	11	24	
23	11	32	
23	11	44	
23	11	64	
23	13	25	
23	13	26	
23	13	29	
23	13	30	
23	13	32	
23	13	44	
23	13	64	
23	20	24	
23	20	26	
23	20	29	
23	20	30	
23	20	32	
23	20	35	
23	20	44	
23	20	64	
